SMILES,log IC50,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,h_ema,h_emd,h_emd_C,h_logD,h_logP,h_logS,h_log_dbo,h_log_pbo,h_mr,h_pavgQ,h_pKa,h_pKb,h_pstates,h_pstrain,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb
Fc1cc2c(n(CCC(=O)N3c4c(Sc5c3cccc5)cccc4)c3c2c[n+](C)cc3)cc1.[I-],3.4771214,74.431656,0,0,2,2,1,1,25,2,55,0,1,34,28,92.599266,1.6836231,0,0,27,0,1,21,1,3,1,0,1,1.1407765,-2.4725263,-0.64468294,0.59848452,2.4907122,-2.9960001,-0.53867817,0.75916803,2.5858359,-2.1933661,-0.40451306,0.77316731,2.7841454,33.338348,4,0.10526316,27,59,1,38,3,4,0.10526316,31,0,22.526369,21.385178,15.497117,18.087212,16.097357,11.672696,7.6569715,10.657398,0,0,0.96217269,34,0,-1.0000019,-0.43373549,0.061458435,2.7907333,-2.996001,-0.31238034,0.14890359,2.9152672,-0.55828249,-0.18649034,0.18065132,3.0872121,5.861794,12.451922,12.451922,6.7035155,6.7035155,-8.6432428,0,14.952304,14.372708,0,14,14,1,0,25.641273,10.77551,4.8382869,20.690397,8.6352558,3.8585556,5.2549081,4,0,1,1,8.2410002,-8.3120098,14.782807,1,2,31,0,6,3,2,0,0,2.3163335,-2.3163335,0.17633744,0.43171677,184.47118,44.815239,45.128845,0,12.949531,40.59901,33.89946,0,19.760618,0,0,11.908636,13.566921,58.088055,0.63238132,0.22211307,0.17963426,0.36761868,0.77788693,0.18798442,294.17587,103.32423,83.563606,171.01161,361.86328,87.448006,0,0,0,0,0,0,1,0,0,0,1,0,465.1875,0,0,0,465.1875,0,34,1,6,0,0,0.52941179,3.6073,74.894485,7.1578765,32.983234,0,0,3.1014678,0,255.58113,18.868406,104.02991,12.9835,95.632393,16.859205,15.3468,0,14.947698,283.4549,5.2587838,65.11673,29.120001,0.34983629,6.2479277,3.6621265,9.6454239,465.1875,582.31232,13.566921,58.088055,0,0,380.58301,12.949531,13.566921,581.453,4192,61,188
Clc1cnc2c(O)c(c(O)nc2c1)-c1cc(Cl)ccc1,3.4771214,38.138344,0,0,3,3,4,0,16,0,28,2,6,20,15,51.302967,1.8322489,0,0,14,2,0,8,0,2,2,0,0,1.7281773,-2.2186506,-0.66784304,0.68609113,2.2358756,-2.0288804,-0.63537043,0.86305231,2.4665177,-1.887989,-0.45727488,0.97823787,2.5656035,12.225656,1,0.045454547,17,30,0,22,1,1,0.045454547,13,0,14.275657,11.520742,7.4641018,8.8614426,9.5585508,6.4475188,3.9373927,5.5244045,0,0,0.9340862,10,0,-0.75000322,-0.48849681,0.086930297,2.3495584,-0.76468587,-0.29442859,0.28398246,2.5517974,-0.42969355,-0.21162136,0.38597643,2.6694157,5.9165401,6.76718,2.2076759,4.1738968,3.8823516,-4.8427219,0,9.4198036,7.7612033,-0.9900226,5.0032706,10.760864,1.0681432,8.7648659,14.917356,6.0117188,2.9789076,12.208993,4.8647742,2.390636,2.9696999,4,2,1,0,4.2835302,-4.1664,7.7794437,0,1,17,1,3,1,0,0,0,0.97744149,-0.97744149,0.21964569,0.24486199,81.251015,11.248033,33.698608,8.458519,12.949531,0,0,0,59.163895,0,27.133842,11.365152,0,0,0.90086508,0.39818749,0.046337578,0.099134922,0.60181248,0.052797347,220.9539,97.662888,11.365152,24.314684,147.6057,12.949531,0.5,1,0,0,0,0,1,0,0,0,1,0,245.26859,0,0,0,245.26859,0,5,0,3,0,0,0.2,4.0148001,50.770454,33.57106,0,0,0,0,7.0012131,116.0897,0,88.355316,7.8323598,0,84.341515,0,17.059242,10.659424,105.43027,0,78.297287,66.239998,0.49991596,5.4594316,3.0169601,8.3615208,245.26859,320.17603,11.365152,0,0,0,193.82007,12.949531,38.498993,307.13599,760,34,108
Clc1c(F)ccc(S(=O)(=O)NCc2ncc(C(=O)NCc3n(C)ccc3)nc2)c1,3.4899585,56.558479,0,0,2,4,5,0,17,0,46,2,7,29,19,93.173805,2.0255175,0,0,18,1,1,17,0,5,3,0,1,1.3487765,-2.4451249,-0.59652793,0.66795993,2.4435074,-2.5654178,-0.48527461,0.73530805,2.4410865,-2.1244881,-0.4555417,0.82784545,2.7923865,33.58152,7,0.22580644,17,48,1,31,4,8,0.25806451,30,0,21.018297,16.836004,10.533015,12.112519,13.758858,10.262368,4.2278328,5.8409014,0,0,0.92920935,17,0,-0.87653887,-0.40582463,0.078721493,2.4617257,-1.1306571,-0.3721174,0.18460988,2.495229,-0.48594281,-0.20138082,0.21352318,2.7413082,10.225486,14.301216,8.7318087,3.1402037,3.139878,-5.3701501,1.4253308,10.059825,10.957505,-0.001261627,9.8940992,11.889645,1.0099758,0.000767985,23.658689,10.543388,6.4910836,19.203566,8.4904728,5.1967535,5.6223226,8,2,1,0,1.5935301,-2.2137699,10.971209,0,1,17,1,3,6,0,0,0,2.1692619,-2.1692619,0.13826549,0.15017545,57.531094,58.51786,106.11546,36.019901,0,17.134132,0,0,29.581947,8.0752068,0,60.972889,13.566921,0,0.76343149,0.28952903,0.19235314,0.2365685,0.71047097,0.044215359,295.84146,112.19696,74.53981,91.673943,275.31845,17.134132,0.47058824,0.8888889,0,0,0,0,1,0,0,0,1,0,387.51541,0,0,0,387.51541,0,9,0,3,0,0,0.27586207,2.9080999,34.415749,88.900627,15.761761,0,32.132458,1.5507339,3.5006065,139.85899,0,123.8851,10.47417,72.033905,50.430264,45.087502,11.770849,0,176.73814,5.2587838,78.686577,105.98,0.3796615,5.9541965,3.9016373,9.3717556,387.51541,452.80106,56.948597,0,0,13.757783,293.75391,23.05514,70.706375,437.883,2742,43,150
Clc1c(F)ccc(S(=O)(=O)NCc2cnc(C(=O)NCc3cc(OC)ccc3)cc2)c1,3.5276299,61.774067,0,0,3,5,5,0,18,0,50,2,7,31,22,96.488632,1.9297726,0,0,21,1,1,19,0,3,4,0,1,1.3355819,-2.4597991,-0.62587529,0.65001053,2.4417286,-2.5646343,-0.51573354,0.74126536,2.4529989,-2.1309104,-0.44815564,0.80659086,2.7963986,34.383934,8,0.24242425,18,52,1,33,4,9,0.27272728,33,0,22.43251,18.004526,12.187716,14.104083,14.780025,10.951949,5.7158666,7.9738946,0,0,0.90456372,19,0,-0.82764381,-0.44285968,0.073649094,2.4981041,-1.1305954,-0.37851346,0.16421364,2.5646367,-0.48459357,-0.20134819,0.18686436,2.7846973,9.5410213,14.727402,9.3195038,3.9628155,3.962688,-5.9495897,1.4261463,10.939646,11.785201,-0.000534986,10.21655,11.142574,1.0058781,0.000404885,25.619835,11.92344,7.5,20.9821,9.6964273,6.0677633,6.5629482,7,2,1,0,3.3770001,-4.87922,11.922706,0,1,18,1,3,7,1,0,0,1.9435306,-1.9435306,0.15432402,0.1686077,91.356621,53.577278,38.31654,64.978783,0,17.134132,0,33.825527,29.581947,8.0752068,0,55.29031,13.566921,2.503756,0.78321022,0.34992948,0.17481568,0.2167898,0.65007055,0.041974124,319.71191,142.84367,71.360985,88.495117,265.36334,17.134132,0.47368422,0.89999998,0,0,0,0,1,0,0,0,1,0,408.20703,0,0,0,408.20703,0,10,0,3,0,0,0.54838711,3.8239999,45.415634,70.216003,15.761761,0,32.990112,36.934601,3.5006065,176.00302,0,96.231339,11.42467,72.033905,42.745529,45.087502,17.871933,0,212.88217,5.2587838,81.173256,97.389999,0.36097246,6.044394,4.0112619,9.5630217,408.20703,491.69006,53.769775,0,0,13.757783,317.62433,23.05514,67.527557,463.91699,3356,47,158
O(C)c1cc(CNC(=N)N)cc(CNC(=N)N)c1.Cl.Cl,3.5556989,44.457859,0,0,2,4,3,0,6,0,40,6,9,20,9,70.875038,1.771876,0,0,11,2,0,20,0,6,1,0,0,0,-2.457674,-0.88066125,0.86920369,2.3797112,-2.636322,-0.63978446,0.85203582,2.4914236,-2.1402564,-0.67946237,1.0180839,2.6888478,24.62014,5,0.27777779,6,38,2,18,2,7,0.3888889,30,0,13.543606,12.658703,6.6462646,7.4222851,8.5072393,5.3359871,2.4391575,3.2659864,0,0,0.92297506,20,0,-0.84700835,-0.46759513,0.21404527,2.4000626,-1.3714899,-0.16147566,0.24676415,2.4925983,-0.48464704,-0.15553343,0.29249683,2.6862867,10.252981,15.454831,3.9852281,-5.2571673,0.057543308,-1.6868528,0,5.7272511,8.2386847,-0.005129454,9.2961302,14,1.0327375,74.414276,22.283951,11.637051,9.5625,18.542543,9.5833254,7.8153048,8.8849621,7,8,1,1,3.141,-4.4790001,8.3605604,0,3,6,1,1,7,1,0,0,1.2056262,-1.2056262,0.236049,0.2718119,118.37144,8.458519,0,76.257439,0,31.363148,0,98.145866,0,70.969955,0,11.365152,0,2.503756,0.86501837,0.3003521,0.041387629,0.13498162,0.6996479,0.093593985,289.86584,100.64736,13.868908,45.232056,234.45055,31.363148,0,0,0,0,0,0,1,0,0,0,1,0,335.0979,0,0,0,335.0979,0,20,1,1,0,0,0.44999999,1.79814,112.81577,3.7981856,0,0,6.37115,35.383869,0,116.27348,0,147.12556,8.4841604,0,10.999887,99.365433,11.614578,65.794373,89.808708,3.7981856,140.38686,133.03,0.43646982,5.1699252,3.249948,8.0787449,335.0979,328.35989,2.503756,0,0,46.850132,136.55852,113.70052,84.838867,323.228,1414,21,82
Fc1c(OCC)c([N+](=O)[O-])c2nc(O)c(O)nc2c1,3.5563025,30.801344,0,0,1,1,4,0,10,0,27,2,6,19,10,54.798153,2.0295613,0,0,10,0,1,8,0,3,5,0,0,2.2139907,-2.3751993,-0.66879857,0.62069422,2.3818805,-2.397536,-0.59234643,0.61055398,2.4399238,-2.1484821,-0.4143796,0.82388461,2.6020231,15.760656,3,0.15000001,11,28,1,20,2,3,0.15000001,16,0,14.154336,9.6232347,5.7844572,6.4556656,8.9515963,5.1466346,2.534457,3.1902699,0,0,1.0048862,9,0,-0.77602202,-0.4529849,0.096567728,2.3365893,-0.88775218,-0.34785184,0.094153084,2.4404228,-0.51387596,-0.21750948,0.25514579,2.5727537,8.7163849,7.7896285,2.5872266,1.5725993,1.7321699,-3.0602593,0,7.2209444,6.2610459,-0.65294451,6.7275186,14,2.4437065,7.7982793,15.39,6.1854935,3.0295858,11.328373,4.4687166,2.1568711,2.6643834,8,2,1,0,1.89153,-2.0455,5.9858518,1,1,11,1,2,3,0,0,0,1.7951883,-1.7951883,0.18426141,0.17993273,29.408449,19.836529,28.758026,24.178917,0,25.899061,6.6995511,0,0,0,27.133842,23.273788,33.931049,2.503756,0.58349442,0.39184764,0.26941517,0.4165056,0.60815239,0.14709041,129.31577,86.84243,59.708591,92.307205,134.78053,32.598614,0.44444445,0.80000001,0,0,0,0,1,0,0,0,1,0,221.62297,0,0,0,221.62297,0,5,1,2,0,0,0.21052632,1.487,61.77034,40.656677,9.1210184,71.861267,0,0,0,21.931458,0,65.915504,6.0648999,7.0856161,110.30151,60.056026,14.872629,7.0450215,17.643185,20.926258,33.326015,121.29,0.5023343,5.321928,2.8176613,8.2415171,221.62297,259.85431,11.365152,0,0,0,120.79011,62.333866,38.498993,269.18799,636,33,98
S(=O)(=O)(NCc1ncc(C(=O)NCc2sc(C)nc2)nc1)c1sccc1,3.5763414,53.007896,0,0,2,4,6,0,16,0,41,2,8,26,16,81.333496,1.9837439,0,0,15,0,0,15,0,5,3,0,3,1.3194609,-2.439851,-0.56579655,0.57633734,2.4286404,-2.5586445,-0.47482908,0.62728143,2.4329205,-2.112663,-0.39006364,0.78422326,2.7940452,33.672104,7,0.25,16,43,1,28,4,8,0.2857143,26,0,18.570704,16.118935,8.878315,10.120955,12.43749,10.654091,3.2784741,4.3601732,0,0,0.95164442,16,0,-0.83003813,-0.43215993,0.045785371,2.3762953,-1.1306113,-0.36951372,0.13916138,2.4196463,-0.4831284,-0.20173976,0.21844789,2.6744359,11.997137,12.226071,6.6114154,2.1314862,2.131124,-5.0445199,1.4270539,9.0334816,10.484029,-0.001428647,9.840621,11.897997,1.0110854,0.000867398,20.727041,9.4674559,5.9972839,18.57198,8.4441404,5.331481,6.0317078,8,2,1,0,0.21453001,-1.6742001,10.446184,0,1,16,1,3,6,0,0,0,1.927049,-1.927049,0.15279137,0.13691261,48.189671,63.107059,60.898518,26.460169,0,38.870811,0,19.993095,17.784555,8.0752068,0,49.064251,19.249496,0,0.69523245,0.32462022,0.19424266,0.30476755,0.67537975,0.11052489,244.50827,114.16661,68.313751,107.18456,237.52623,38.870811,0.5,1,0,0,0,0,1,0,0,0,1,0,351.69284,0,0,0,351.69284,0,8,0,3,0,0,0.26923078,2.2443199,34.415749,103.78706,6.6407428,0,31.663687,0,0,102.74545,0,132.76054,9.8807697,72.033905,50.35659,34.415749,7.8014703,0,139.6246,5.2587838,102.52213,113.94,0.41210872,5.8073549,3.7993882,9.0520067,351.69284,414.43527,62.631172,0,0,13.757783,252.24873,23.05514,76.388954,409.51501,2048,34,134
C(CCCn1c2c(c3c1cccc3)c[n+](C)cc2)CCCn1c2c(c3c1cccc3)c[n+](C)cc2.[I-].[I-],3.5797837,92.330963,0,0,1,2,0,2,26,4,71,0,0,37,31,100.07822,1.4095525,0,0,31,0,0,34,2,4,0,0,0,1.003372,-2.6831596,-0.60492665,0.61087239,2.6264083,-2.9960001,-0.52870274,0.71483356,2.792558,-2.431365,-0.38898671,0.76996404,2.8810949,45.089039,8,0.2,30,74,0,40,8,8,0.2,44,0,23.777445,25.892431,19.032652,21.468044,17.20351,12.930173,9.4760675,12.265986,0,0,1.0069814,37,0,-1.0001984,-0.41118869,0.062523462,2.8943322,-2.9961984,-0.29922688,0.14366609,3.0223501,-0.55844921,-0.18344902,0.17333983,3.1607466,6.5474,18.589808,18.589808,6.320056,6.320056,-8.6235819,0,13.680709,16.9361,0,14,14,1,0,29.969999,13.573407,6.1891732,26.585701,11.999033,5.4576683,8.6216946,4,0,1,1,12.472,-9.3652802,17.715317,1,3,30,0,6,8,2,0,0,2.9602871,-2.9602871,0.13797861,0.33780506,209.92751,62.832272,40.59901,0,0,81.198021,67.79892,0,0,0,0,0,0,116.17611,0.54164487,0.20081195,0.20081195,0.45835516,0.79918808,0.25754321,313.3588,116.17611,116.17611,265.17307,462.35574,148.99695,0,0,0,0,0,0,1,0,0,0,1,0,578.53186,0,0,0,578.53186,0,37,1,6,0,0,0.94594592,1.4613,143.54034,3.7981856,0,0,0,0,0,264.15768,94.342026,102.67353,14.5297,143.54034,3.7981856,0,0,18.868406,376.51047,0,65.794373,17.620001,0.32120815,6.321928,4.020709,9.8432302,578.53186,677.44751,0,116.17611,0,0,462.35574,0,0,716.44897,7049,60,194
S(=O)(=O)(NCc1cnc(C(=O)NCc2sc(C)nc2)cc1)c1sccc1,3.6042261,54.334686,0,0,2,4,5,0,16,0,42,2,7,26,17,80.96756,1.927799,0,0,16,0,0,16,0,4,3,0,3,1.3194609,-2.4554687,-0.58565253,0.630588,2.4271457,-2.5578642,-0.50331557,0.656573,2.4512393,-2.1208181,-0.42912462,0.7968241,2.7980204,33.445313,7,0.25,16,44,1,28,4,8,0.2857143,27,0,18.570704,16.249073,9.4556656,10.828063,12.43749,10.794293,3.9004824,5.2684216,0,0,0.93303937,16,0,-0.83012772,-0.41808411,0.078978956,2.4108088,-1.1305755,-0.35980889,0.15527102,2.4755554,-0.48309684,-0.19984496,0.22029707,2.7143116,10.362606,12.072731,6.6010747,2.6348398,2.6346939,-5.2527609,1.4278733,9.0352068,10.606714,-0.000617681,10.162971,11.161367,1.0064372,0.000450577,20.727041,9.4674559,5.9972839,18.663412,8.4874916,5.3596563,6.0925217,7,2,1,0,1.291,-2.7794199,10.632309,0,1,16,1,3,6,0,0,0,1.6956052,-1.6956052,0.17272954,0.1556336,63.998165,76.707016,26.999058,19.760618,0,38.870811,0,38.010132,17.784555,8.0752068,0,43.381676,19.249496,0,0.71232593,0.35852578,0.17750752,0.2876741,0.64147419,0.11016657,251.33475,126.50107,62.631172,101.50198,226.33566,38.870811,0.5,1,0,0,0,0,1,0,0,0,1,0,352.83673,0,0,0,352.83673,0,8,0,3,0,0,0.53846157,2.8493199,34.415749,87.001534,6.6407428,0,32.092514,0,0,120.81746,0,132.76054,10.10127,72.033905,33.57106,34.415749,8.230298,0,157.69662,5.2587838,102.52213,101.05,0.41210872,5.8073549,3.7993882,9.0520067,352.83673,420.55997,56.948597,0,0,13.757783,259.07523,23.05514,70.706375,408.52701,2048,34,134
FC(F)(F)c1c(NC(=N)Nc2c(C(F)(F)F)cccc2)cccc1,3.6180482,40.376724,0,0,2,3,1,0,12,0,35,3,4,24,20,62.603138,1.788661,0,0,15,0,6,11,0,3,0,0,0,1.9483297,-2.3555491,-0.52704132,0.59475756,2.3937552,-2.4259877,-0.42666864,0.69298327,2.5021527,-2.0312777,-0.40123907,0.72751731,2.6594009,20.563276,2,0.079999998,12,36,1,25,2,6,0.23999999,23,0,17.957819,11.886589,8.1188021,9.5436058,11.087354,6.5385938,4.1547008,5.8770099,0,0,0.98545647,10,0,-0.82424909,-0.33550841,0.061855126,2.4037552,-1.0393798,-0.21992867,0.26019999,2.5351796,-0.46515021,-0.18370286,0.16101995,2.6887877,4.0584254,7.7579331,2.9391267,3.7294853,4.6302443,-4.8321161,0,7.7996602,7.7411871,0.3618758,14,7.2463455,1.9243751,6.9150672,20.313601,8.1314831,5.7619047,14.346614,5.6485276,3.9549081,3.3765516,3,3,1,1,5.2625198,-5.5659099,7.5695882,0,1,12,1,2,4,1,0,0,1.5176122,-1.5176122,0.27673241,0.13760398,126.46796,17.816181,0,0,0,15.681574,18.091003,0,0,17.742489,71.451813,11.365152,0,0,0.83799314,0.36092469,0.04079143,0.16200686,0.63907534,0.12121543,233.47844,100.55946,11.365152,45.13773,178.05672,33.772579,0.5,1,0,0,0,0,1,0,0,0,1,0,278.61618,0,0,0,278.61618,0,5,0,2,0,0,0.125,5.8059702,0,37.920593,0,0,6.37115,0,15.519032,172.81744,0,95.274178,7.8094101,0,89.760681,47.190998,6.37115,41.534996,141.14548,1.8990928,0,47.91,0.42571631,5.643856,3.2762582,8.8841314,278.61618,341.13528,0,0,0,11.365152,233.82695,15.681574,29.107641,347.26199,1377,36,124
O=C(CCn1c2c(c3c1cccc3)cncc2)N1c2c(Sc3c1cccc3)cccc2,3.6232493,65.431068,0,0,2,2,2,0,25,0,50,0,2,31,26,74.515869,1.4903173,0,0,26,0,0,19,0,3,1,0,1,1.1690078,-2.4729443,-0.60406387,0.64309973,2.4875677,-2.4475474,-0.52231205,0.74717551,2.5859597,-2.1925969,-0.42531037,0.80957079,2.7836401,29.288933,4,0.11111111,27,55,1,36,3,4,0.11111111,27,0,20.785881,17.549101,14.574468,17.216969,15.309663,11.125816,7.7462878,10.840901,0,0,0.78356779,12,0,-0.86010522,-0.42810845,0.062370241,2.7268345,-0.9509505,-0.28426015,0.14720879,2.8834507,-0.50157768,-0.2029961,0.18822388,3.0501084,4.372282,6.2028565,6.2028565,6.5991206,6.8803926,-8.1715679,0,14.872492,12.58113,0.49109778,14,7.0154662,1.999683,0.40270889,21.527779,9.3306217,3.9669421,15.236923,6.5218501,2.7474115,3.2055786,4,0,1,1,5.6389999,-6.3576002,12.574514,1,1,31,0,6,3,2,0,0,1.2013403,-1.2013403,0.20246072,0.27184525,218.29671,26.798204,76.707016,0,12.949531,0,0,0,19.760618,0,0,5.6825762,13.566921,0,0.91385144,0.10437166,0.051502075,0.086148575,0.89562833,0.0346465,341.56256,39.010117,19.249496,32.199028,334.75146,12.949531,0.5,1,0,0,0,0,1,0,0,0,1,0,373.76157,0,0,0,373.76157,0,6,0,6,0,0,0.48387095,6.6754999,3.1243138,23.943405,23.862217,0,0,3.1014678,0,273.2243,18.868406,56.172615,12.6215,23.862217,18.684622,6.2257819,0,14.947698,301.09808,5.2587838,32.21954,38.130001,0.38402861,6.1699252,3.4512596,9.6368523,373.76157,513.5127,19.249496,0,0,0,341.56256,12.949531,19.249496,421.52399,2579,57,176
Fc1c(OCCCC)c([N+](=O)[O-])c2nc(O)c(O)nc2c1,3.6334684,36.988518,0,0,1,2,4,0,10,0,33,2,6,21,12,64.061378,1.9412539,0,0,12,0,1,12,0,3,5,0,0,2.1249604,-2.5696454,-0.66229296,0.62019008,2.5322742,-2.5040121,-0.57534915,0.60951495,2.6387651,-2.3323822,-0.41307524,0.82157326,2.7674799,20.133484,5,0.22727273,11,34,1,22,4,5,0.22727273,22,0,15.568549,11.037448,7.1986704,7.8698792,9.9515963,6.1466346,3.534457,4.1902699,0,0,0.96038097,11,0,-0.78710544,-0.43632707,0.095839396,2.4242496,-0.88793862,-0.31618485,0.092759714,2.5267868,-0.52844161,-0.21689597,0.25390983,2.6545863,8.7173042,7.8824949,2.6800368,2.3484187,2.5093942,-3.6342106,0,7.2209353,7.169816,-0.65322912,6.7269764,14,2.4434173,7.7979183,17.355371,7.5130072,3.8548484,13.185222,5.623137,2.8521569,3.530586,8,2,1,0,2.94753,-2.76249,6.9628258,1,1,11,1,2,5,0,0,0,1.7951894,-1.7951894,0.18426129,0.17993324,61.02544,19.836529,28.758026,24.178917,0,25.899061,6.6995511,0,0,0,27.133842,23.273788,33.931049,2.503756,0.63549513,0.34292549,0.23577872,0.3645049,0.65707451,0.12872618,160.93275,86.84243,59.708591,92.307205,166.39752,32.598614,0.45454547,0.83333331,0,0,0,0,1,0,0,0,1,0,253.23996,0,0,0,253.23996,0,6,1,2,0,0,0.2857143,2.2672,61.77034,40.656677,9.1210184,71.861267,0,0,0,21.931458,37.736813,65.915504,6.9882998,7.0856161,110.30151,60.056026,14.872629,7.0450215,55.379993,20.926258,33.326015,121.29,0.46827638,5.4594316,3.0918546,8.5108271,253.23996,296.90924,11.365152,0,0,0,152.40709,62.333866,38.498993,297.242,888,35,106
Clc1cnc2c(O)c(c(O)nc2c1)-c1cscc1,3.6334684,34.671551,0,0,2,2,4,0,15,0,25,2,6,18,13,49.425369,1.9770148,0,0,12,1,0,7,0,2,2,0,1,1.7458144,-2.1755259,-0.71685594,0.7472046,2.2242584,-2.0032747,-0.66203612,0.85395557,2.4670482,-1.8470542,-0.50944591,0.94864839,2.5645449,12.992449,1,0.050000001,16,27,0,20,1,1,0.050000001,11,0,12.698306,10.534244,6.3867512,7.5769858,8.6647034,6.3841023,3.0267091,4.2079082,0,0,0.94789141,9,0,-0.75806296,-0.50286412,0.15774237,2.290081,-0.76468587,-0.30956605,0.27808842,2.5001292,-0.42965662,-0.21989399,0.38454914,2.6192396,5.8362579,6.3665595,1.9959422,3.1304626,3.041445,-4.2462606,0,8.5018997,7.1456137,-0.93909526,5.8114958,10.297714,1.3238466,7.3693089,13.005,5.1747918,2.4000001,10.992147,4.3276348,1.9913635,2.6427777,4,2,1,0,3.3045299,-3.08586,7.1708274,0,1,16,1,3,1,0,0,0,1.0553894,-1.0553894,0.20339446,0.22677723,15.808495,6.7282863,33.698608,28.219137,12.949531,0,0,18.017035,65.151062,0,27.133842,11.365152,0,0,0.88901013,0.55537707,0.051878817,0.11098989,0.44462293,0.059111074,194.75645,121.66708,11.365152,24.314684,97.40406,12.949531,0.44444445,0.80000001,0,0,0,0,1,0,0,0,1,0,219.07115,0,0,0,219.07115,0,5,0,3,0,0,0.5,3.4229,50.770454,33.57106,0,0,0,0,3.5006065,94.792168,0,80.48436,7.11906,0,84.341515,0,13.558636,10.659424,84.132744,0,70.426331,66.239998,0.53921634,5.321928,2.8599808,8.0588331,219.07115,286.59717,11.365152,0,0,0,167.62262,12.949531,38.498993,278.71899,559,29,98
